Date,Open,Close,Volume,gap,upDown
2012-08-10,5.862,5.988,3537000,2.14,1
2012-08-13,5.938,6.234,4350500,4.98,1
2012-08-14,6.15,5.884,3967000,-4.32,-1
2012-08-15,5.878,5.88,2627000,0.03,0
2012-08-16,5.906,6.06,3345000,2.6,1
2012-08-17,6.058,6.002,2541000,-0.92,0
2012-08-20,6.03,5.902,5895500,-2.12,-1
2012-08-21,5.916,5.822,3808000,-1.58,-1
2012-08-22,5.802,5.99,3877500,3.24,1
2012-08-23,6.0,6.146,7355000,2.43,1
2012-08-24,6.012,5.9,7147000,-1.86,-1
2012-08-27,5.914,5.664,6752000,-4.22,-1
2012-08-28,5.68,5.738,7013500,1.02,1
2012-08-29,5.698,5.682,4194500,-0.28,0
2012-08-30,5.72,5.682,3282000,-0.66,0
2012-08-31,5.722,5.704,2699000,-0.31,0
2012-09-04,5.704,5.628,3762500,-1.33,-1
2012-09-05,5.602,5.588,3196500,-0.24,0
2012-09-06,5.6,5.71,4208500,1.96,1
2012-09-07,5.71,5.87,4766000,2.8,1
2012-09-10,5.84,5.474,7416500,-6.26,-1
2012-09-11,5.552,5.56,5074500,0.14,0
2012-09-12,5.58,5.656,5726000,1.36,1
2012-09-13,5.714,5.896,7423500,3.18,1
2012-09-14,6.0,6.078,7683000,1.3,1
2012-09-17,6.47,6.508,16064000,0.58,0
2012-09-18,6.376,6.268,8942500,-1.69,-1
2012-09-19,6.2,6.21,5242500,0.16,0
2012-09-20,6.186,6.18,4562000,-0.09,0
2012-09-21,6.22,6.004,9350000,-3.47,-1
2012-09-24,5.902,6.132,6509500,3.89,1
2012-09-25,5.724,5.532,28402000,-3.35,-1
2012-09-26,5.532,5.508,7636000,-0.43,0
2012-09-27,5.564,5.698,8793000,2.4,1
2012-09-28,5.746,5.856,21717000,1.91,1
2012-10-01,5.9,5.832,4422000,-1.15,-1
2012-10-02,5.856,5.96,3645000,1.77,1
2012-10-03,5.95,5.86,5264000,-1.51,-1
2012-10-04,6.0,5.88,7706500,-2.0,-1
2012-10-05,5.94,5.778,4693000,-2.72,-1
2012-10-08,5.772,5.85,4448500,1.35,1
2012-10-09,5.824,5.674,5965000,-2.57,-1
2012-10-10,5.678,5.68,2518000,0.03,0
2012-10-11,5.788,5.664,2253000,-2.14,-1
2012-10-12,5.664,5.528,4938000,-2.4,-1
2012-10-15,5.604,5.466,7343500,-2.46,-1
2012-10-16,5.534,5.612,2396500,1.4,1
2012-10-17,5.65,5.764,3340000,2.01,1
2012-10-18,5.798,5.608,3705000,-3.27,-1
2012-10-19,5.566,5.548,5137000,-0.32,0
2012-10-22,5.598,5.57,2351000,-0.5,0
2012-10-23,5.476,5.678,3745000,3.68,1
2012-10-24,5.704,5.484,5082000,-3.85,-1
2012-10-25,5.56,5.504,2888500,-1.0,-1
2012-10-26,5.506,5.476,2387000,-0.54,0
2012-10-31,5.54,5.626,3876000,1.55,1
2012-11-01,5.65,5.85,5120500,3.53,1
2012-11-02,5.854,5.784,5151500,-1.19,-1
2012-11-05,5.96,6.3,10244500,5.7,1
2012-11-06,6.122,6.23,11620000,1.76,1
2012-11-07,6.2,6.308,8572500,1.74,1
2012-11-08,6.202,6.262,6370000,0.96,0
2012-11-09,6.12,6.064,4315000,-0.91,0
2012-11-12,6.058,6.214,2779500,2.57,1
2012-11-13,6.258,6.322,4991500,1.02,1
2012-11-14,6.392,6.276,4356500,-1.81,-1
2012-11-15,6.26,6.164,4920000,-1.53,-1
2012-11-16,6.23,6.368,4543500,2.21,1
2012-11-19,6.414,6.584,6962000,2.65,1
2012-11-20,6.56,6.6,4612500,0.6,0
2012-11-21,6.522,6.494,4816000,-0.42,0
2012-11-23,6.52,6.426,2151500,-1.44,-1
2012-11-26,6.42,6.454,2479000,0.52,0
2012-11-27,6.426,6.43,4554000,0.06,0
2012-11-28,6.4,6.646,7626000,3.84,1
2012-11-29,6.688,6.738,5517000,0.74,0
2012-11-30,6.726,6.764,7101500,0.56,0
2012-12-03,6.778,6.924,10428500,2.15,1
2012-12-04,6.816,6.78,6316500,-0.52,0
2012-12-05,6.764,6.742,3307500,-0.32,0
2012-12-06,6.764,6.78,3302000,0.23,0
2012-12-07,6.86,6.834,3322000,-0.37,0
2012-12-10,6.886,6.914,4649000,0.4,0
2012-12-11,6.92,7.056,7863000,1.96,1
2012-12-12,7.042,7.052,10319000,0.14,0
2012-12-13,7.052,6.722,10756500,-4.67,-1
2012-12-14,6.756,6.762,5115000,0.08,0
2012-12-17,6.754,6.88,4124500,1.86,1
2012-12-18,6.852,6.918,7769500,0.96,0
2012-12-19,6.95,6.922,6494000,-0.4,0
2012-12-20,6.902,6.886,4606000,-0.23,0
2012-12-21,6.788,6.8,7462000,0.17,0
2012-12-24,6.728,6.856,1879000,1.9,1
2012-12-26,6.792,6.718,3007000,-1.08,-1
2012-12-27,6.7,6.738,2805500,0.56,0
2012-12-28,6.676,6.644,2070500,-0.47,0
2012-12-31,6.6,6.774,2974500,2.63,1
2013-01-02,7.0,7.072,5974000,1.02,1
2013-01-03,7.036,6.954,3710000,-1.16,-1
2013-01-04,6.96,6.88,3370000,-1.14,-1
2013-01-07,6.96,6.868,2210000,-1.32,-1
2013-01-08,6.9,6.736,6420000,-2.37,-1
2013-01-09,6.802,6.728,3490000,-1.08,-1
2013-01-10,6.774,6.706,4612500,-1.0,-1
2013-01-11,6.808,6.582,7816000,-3.31,-1
2013-01-14,6.616,6.652,4625500,0.54,0
2013-01-15,6.622,6.78,8121000,2.38,1
2013-01-16,6.77,6.82,6891000,0.73,0
2013-01-17,6.832,6.876,7183500,0.64,0
2013-01-18,6.948,6.904,17775500,-0.63,0
2013-01-22,6.912,7.038,9601000,1.82,1
2013-01-23,7.004,7.2,7821500,2.79,1
2013-01-24,7.2,7.398,9852000,2.74,1
2013-01-25,7.4,7.396,6439000,-0.05,0
2013-01-28,7.372,7.606,9930000,3.17,1
2013-01-29,7.62,7.59,7133000,-0.39,0
2013-01-30,7.57,7.504,4840500,-0.87,0
2013-01-31,7.574,7.502,4507000,-0.95,0
2013-02-01,7.634,7.66,5503000,0.34,0
2013-02-04,7.68,7.548,5640000,-1.71,-1
2013-02-05,7.6,7.626,6551000,0.34,0
2013-02-06,7.636,7.834,9466000,2.59,1
2013-02-07,7.838,7.896,5983000,0.73,0
2013-02-08,7.89,7.848,5699000,-0.53,0
2013-02-11,7.596,7.684,16331500,1.15,1
2013-02-12,7.69,7.578,11306500,-1.45,-1
2013-02-13,7.66,7.69,4834000,0.39,0
2013-02-14,7.728,7.654,4953500,-0.95,0
2013-02-15,7.7,7.408,10088000,-3.79,-1
2013-02-19,7.472,7.856,13507000,5.13,1
2013-02-20,7.86,7.708,15610000,-1.93,-1
2013-02-21,7.298,7.032,45189000,-3.64,-1
2013-02-22,7.144,7.222,12736500,1.09,1
2013-02-25,7.23,6.876,14447000,-4.89,-1
2013-02-26,6.892,6.886,13814500,-0.08,0
2013-02-27,6.882,7.02,9796000,2.0,1
2013-02-28,7.178,6.966,9824500,-2.95,-1
2013-03-01,7.0,6.93,7733000,-1.0,-1
2013-03-04,6.954,7.116,8788500,2.32,1
2013-03-05,7.2,7.33,10435000,1.8,1
2013-03-06,7.402,7.538,5750000,1.83,1
2013-03-07,7.546,7.646,5791500,1.32,1
2013-03-08,7.612,7.694,4560500,1.07,1
2013-03-11,7.774,7.82,7897500,0.59,0
2013-03-12,7.78,7.824,6375500,0.56,0
2013-03-13,7.8,7.796,4110000,-0.05,0
2013-03-14,7.78,7.37,10105000,-5.26,-1
2013-03-15,7.328,7.058,16398000,-3.68,-1
2013-03-18,7.06,7.03,6580500,-0.42,0
2013-03-19,7.05,7.016,5492500,-0.48,0
2013-03-20,7.052,7.19,7115000,1.95,1
2013-03-21,7.19,7.202,5731500,0.16,0
2013-03-22,7.24,7.324,2201000,1.16,1
2013-03-25,7.42,7.506,11894000,1.15,1
2013-03-26,7.596,7.572,9041000,-0.31,0
2013-03-27,7.588,7.632,6481500,0.57,0
2013-03-28,7.646,7.578,5793500,-0.88,0
2013-04-01,8.472,8.786,70492500,3.7,1
2013-04-02,8.72,8.868,33262000,1.69,1
2013-04-03,8.62,8.22,28218000,-4.64,-1
2013-04-04,8.222,8.402,11324000,2.18,1
2013-04-05,8.4,8.274,7762000,-1.5,-1
2013-04-08,8.394,8.366,8395000,-0.33,0
2013-04-09,8.36,8.1,8480500,-3.11,-1
2013-04-10,8.14,8.372,10605500,2.85,1
2013-04-11,8.412,8.718,17237000,3.63,1
2013-04-12,8.65,8.75,15747000,1.15,1
2013-04-15,8.7,8.66,8407000,-0.45,0
2013-04-16,8.838,9.118,15902000,3.16,1
2013-04-17,9.1,9.09,10592500,-0.1,0
2013-04-18,9.196,9.394,16839500,2.15,1
2013-04-19,9.492,9.566,15058500,0.77,0
2013-04-22,9.72,10.038,19697000,3.27,1
2013-04-23,10.2,10.202,18669000,0.01,0
2013-04-24,10.18,10.086,13150000,-0.92,0
2013-04-25,10.1,10.4,13979500,2.97,1
2013-04-26,10.626,10.24,18110500,-3.63,-1
2013-04-29,10.352,10.988,18198500,6.14,1
2013-04-30,11.2,10.798,27613000,-3.58,-1
2013-05-01,11.198,10.656,13714000,-4.84,-1
2013-05-02,10.77,10.822,15252000,0.48,0
2013-05-03,11.294,10.91,16893500,-3.4,-1
2013-05-06,11.278,11.9,21833500,5.51,1
2013-05-07,12.4,11.102,49955000,-10.46,-1
2013-05-08,11.5,11.158,33849500,-2.97,-1
2013-05-09,14.024,13.88,143025000,-1.02,-1
2013-05-10,13.93,15.352,125413000,10.2,1
2013-05-13,16.198,17.559999,112084500,8.4,1
2013-05-14,18.844,16.648001,185819500,-11.65,-1
2013-05-15,16.360001,16.968,84393500,3.71,1
2013-05-16,18.940001,18.450001,108070000,-2.58,-1
2013-05-17,18.5,18.299999,95011000,-1.08,-1
2013-05-20,18.224001,17.988001,41742000,-1.29,-1
2013-05-21,17.700001,17.518,44991000,-1.02,-1
2013-05-22,17.274,17.448,42840000,1.0,1
2013-05-23,16.962,18.546,60111000,9.33,1
2013-05-24,18.52,19.416,80621000,4.83,1
2013-05-28,20.309999,22.066,98459500,8.64,1
2013-05-29,22.709999,20.926001,125497500,-7.85,-1
2013-05-30,20.492001,20.99,80668500,2.43,1
2013-05-31,21.252001,19.552,75860000,-7.99,-1
2013-06-03,19.524,18.518,95698000,-5.15,-1
2013-06-04,18.549999,18.968,44280500,2.25,1
2013-06-05,18.732,19.073999,61124000,1.82,1
2013-06-06,19.049999,19.469999,47554500,2.2,1
2013-06-07,19.6,20.408001,53558000,4.12,1
2013-06-10,19.785999,20.01,46143000,1.13,1
2013-06-11,19.636,18.893999,36970000,-3.77,-1
2013-06-12,19.360001,19.546,45963500,0.96,0
2013-06-13,19.799999,19.636,29808000,-0.82,0
2013-06-14,20.0,20.059999,32823500,0.29,0
2013-06-17,20.719999,20.440001,35331000,-1.35,-1
2013-06-18,20.35,20.677999,43976500,1.61,1
2013-06-19,20.412001,20.936001,42894500,2.56,1
2013-06-20,20.93,20.129999,50532500,-3.82,-1
2013-06-21,20.74,19.91,58593000,-4.0,-1
2013-06-24,19.299999,20.298,35599000,5.17,1
2013-06-25,20.620001,20.48,29243500,-0.67,0
2013-06-26,20.76,21.143999,33013000,1.84,1
2013-06-27,21.35,21.85,43724500,2.34,1
2013-06-28,21.714001,21.472,28743000,-1.11,-1
2013-07-01,21.872,23.436001,54518000,7.15,1
2013-07-02,23.65,23.563999,60320500,-0.36,0
2013-07-03,23.6,23.048,24033500,-2.33,-1
2013-07-05,23.664,24.018,34093500,1.49,1
2013-07-08,24.274,24.322001,39071000,0.19,0
2013-07-09,24.927999,24.690001,43016500,-0.95,0
2013-07-10,24.638,24.454,28000500,-0.74,0
2013-07-11,24.976,25.122,37418000,0.58,0
2013-07-12,25.1,25.98,56720000,3.5,1
2013-07-15,26.606001,25.452,49612000,-4.33,-1
2013-07-16,25.256001,21.809999,161859500,-13.64,-1
2013-07-17,21.304001,24.049999,130145000,12.88,1
2013-07-18,24.194,23.806,56990500,-1.6,-1
2013-07-19,23.700001,23.936001,29451500,0.99,0
2013-07-22,23.978001,24.486,48989000,2.11,1
2013-07-23,24.799999,24.548,38682000,-1.01,-1
2013-07-24,24.893999,24.34,34345000,-2.22,-1
2013-07-25,24.08,24.813999,26421500,3.04,1
2013-07-26,25.628,25.878,48165500,0.97,0
2013-07-29,25.864,26.924,48394500,4.09,1
2013-07-30,26.959999,26.348,65635000,-2.27,-1
2013-07-31,26.514,26.856001,31758500,1.28,1
2013-08-01,27.0,27.110001,26618000,0.4,0
2013-08-02,26.917999,27.6,31349500,2.53,1
2013-08-05,28.002001,28.936001,51003500,3.33,1
2013-08-06,28.950001,28.43,46272500,-1.79,-1
2013-08-07,28.378,26.846001,91061000,-5.39,-1
2013-08-08,30.870001,30.695999,136234000,-0.56,0
2013-08-09,30.48,30.6,44638500,0.39,0
2013-08-12,29.886,29.476,74561000,-1.37,-1
2013-08-13,29.9,29.086,43744500,-2.72,-1
2013-08-14,28.544001,27.872,58469000,-2.35,-1
2013-08-15,27.285999,27.934,50896000,2.37,1
2013-08-16,28.326,28.4,35540500,0.26,0
2013-08-19,28.686001,28.98,40188500,1.02,1
2013-08-20,29.73,29.916,32091000,0.62,0
2013-08-21,30.0,29.572001,31331500,-1.42,-1
2013-08-22,29.844,31.42,52962000,5.28,1
2013-08-23,31.4,32.368,64659500,3.08,1
2013-08-26,33.029999,32.844002,120855500,-0.56,0
2013-08-27,32.459999,33.402,87834500,2.9,1
2013-08-28,33.812,33.290001,73700500,-1.54,-1
2013-08-29,32.844002,33.212002,47180000,1.12,1
2013-08-30,33.273998,33.799999,55142000,1.58,1
2013-09-03,34.68,33.787998,60305500,-2.57,-1
2013-09-04,33.953999,34.124001,57378500,0.5,0
2013-09-05,34.02,33.986,33426500,-0.09,0
2013-09-06,33.714001,33.394001,43098500,-0.94,0
2013-09-09,32.624001,32.139999,71722500,-1.48,-1
2013-09-10,32.290001,33.273998,44839000,3.04,1
2013-09-11,33.282001,32.703999,29162500,-1.73,-1
2013-09-12,32.799999,32.986,30800000,0.56,0
2013-09-13,32.554001,33.108002,27006000,1.7,1
2013-09-16,33.599998,33.316002,37874500,-0.84,0
2013-09-17,33.015999,33.245998,27484500,0.69,0
2013-09-18,33.414001,33.243999,27198500,-0.5,0
2013-09-19,34.16,35.584,77973000,4.16,1
2013-09-20,35.779999,36.678001,67008500,2.5,1
2013-09-23,36.896,36.222,40867000,-1.82,-1
2013-09-24,35.827999,36.466,31367000,1.78,1
2013-09-25,36.712002,37.048,41263500,0.91,0
2013-09-26,37.34,37.728001,33072000,1.03,1
2013-09-27,37.504002,38.18,29582000,1.8,1
2013-09-30,37.799999,38.674,44623500,2.31,1
2013-10-01,38.792,38.599998,38779500,-0.49,0
2013-10-02,37.717999,36.189999,103877000,-4.05,-1
2013-10-03,35.009998,34.661999,119082500,-0.99,0
2013-10-04,35.279999,36.195999,72070000,2.59,1
2013-10-07,36.492001,36.613998,57428000,0.33,0
2013-10-08,36.880001,34.945999,68786000,-5.24,-1
2013-10-09,34.945999,33.756001,76582500,-3.4,-1
2013-10-10,34.618,34.585999,44419500,-0.09,0
2013-10-11,34.549999,35.740002,41555500,3.44,1
2013-10-14,35.0,35.944,38848000,2.69,1
2013-10-15,37.056,36.787998,54892500,-0.72,0
2013-10-16,36.98,36.712002,41027000,-0.72,0
2013-10-17,36.708,36.560001,33525000,-0.4,0
2013-10-18,36.830002,36.68,29654000,-0.4,0
2013-10-21,36.655998,34.52,57660500,-5.82,-1
2013-10-22,34.099998,34.307999,56933500,0.6,0
2013-10-23,33.782001,32.900002,66602000,-2.61,-1
2013-10-24,33.0,34.630001,54128500,4.93,1
2013-10-25,34.841999,33.931999,37977500,-2.61,-1
2013-10-28,34.035999,32.571999,39208500,-4.3,-1
2013-10-29,32.551998,32.894001,70558500,1.05,1
2013-10-30,32.925999,31.844,42009000,-3.28,-1
2013-10-31,31.134001,31.988001,46669000,2.74,1
2013-11-01,32.599998,32.433998,35903000,-0.5,0
2013-11-04,33.0,35.040001,65602000,6.18,1
2013-11-05,36.0,35.362,112335500,-1.77,-1
2013-11-06,30.962,30.232,155358500,-2.35,-1
2013-11-07,28.837999,27.954,111423500,-3.06,-1
2013-11-08,27.296,27.59,112389500,1.07,1
2013-11-11,28.200001,28.940001,69988000,2.62,1
2013-11-12,28.938,27.559999,74926000,-4.76,-1
2013-11-13,28.167999,27.74,63291500,-1.51,-1
2013-11-14,27.784,27.52,61018500,-0.95,0
2013-11-15,27.370001,27.09,49501000,-1.02,-1
2013-11-18,27.054001,24.316,115691000,-10.12,-1
2013-11-19,23.886,25.218,99081000,5.57,1
2013-11-20,25.216,24.222,69248000,-3.94,-1
2013-11-21,24.577999,24.42,59519000,-0.64,0
2013-11-22,24.316,24.275999,55483500,-0.16,0
2013-11-25,24.9,24.167999,51336500,-2.93,-1
2013-11-26,23.875999,24.1,69427500,0.93,0
2013-11-27,24.261999,25.388,61838000,4.64,1
2013-11-29,25.954,25.455999,48581000,-1.91,-1
2013-12-02,25.27,24.834,38756000,-1.72,-1
2013-12-03,26.535999,28.940001,128412000,9.05,1
2013-12-04,28.864,27.790001,65738500,-3.72,-1
2013-12-05,28.030001,28.096001,46442000,0.23,0
2013-12-06,28.302,27.472,39548000,-2.93,-1
2013-12-09,27.4,28.32,45307500,3.35,1
2013-12-10,28.01,28.438,53741000,1.52,1
2013-12-11,28.375999,27.93,35689000,-1.57,-1
2013-12-12,27.940001,29.493999,53839000,5.56,1
2013-12-13,29.610001,29.530001,52959500,-0.27,0
2013-12-16,29.695999,29.587999,33376500,-0.36,0
2013-12-17,29.516001,30.492001,52475000,3.3,1
2013-12-18,30.448,29.596001,57909500,-2.79,-1
2013-12-19,29.379999,28.143999,63700000,-4.2,-1
2013-12-20,28.316,28.648001,37063000,1.17,1
2013-12-23,28.969999,28.709999,26927500,-0.89,0
2013-12-24,30.0,30.282,49707500,0.94,0
2013-12-26,31.007999,31.1,35647500,0.29,0
2013-12-27,31.059999,30.224001,27301000,-2.69,-1
2013-12-30,30.224001,30.488001,22337500,0.87,0
2013-12-31,30.464001,30.086,21312000,-1.24,-1
2014-01-02,29.959999,30.02,30942000,0.2,0
2014-01-03,30.0,29.912001,23475000,-0.29,0
2014-01-06,30.0,29.4,26805500,-2.0,-1
2014-01-07,29.524,29.872,25170500,1.17,1
2014-01-08,29.77,30.256001,30816000,1.63,1
2014-01-09,30.5,29.506001,26910000,-3.25,-1
2014-01-10,29.691999,29.143999,37230500,-1.84,-1
2014-01-13,29.156,27.868,31580500,-4.41,-1
2014-01-14,28.1,32.254002,138035000,14.78,1
2014-01-15,33.689999,32.826,102328000,-2.56,-1
2014-01-16,32.5,34.194,59797000,5.21,1
2014-01-17,34.037998,34.001999,46031000,-0.1,0
2014-01-21,34.248001,35.335999,48673500,3.17,1
2014-01-22,35.562,35.712002,35113000,0.42,0
2014-01-23,35.445999,36.299999,39337000,2.4,1
2014-01-24,35.57,34.919998,38321500,-1.82,-1
2014-01-27,35.032001,33.924,43582000,-3.16,-1
2014-01-28,34.299999,35.675999,30467000,4.01,1
2014-01-29,35.060001,35.046001,29677500,-0.03,0
2014-01-30,35.599998,36.568001,42825000,2.71,1
2014-01-31,35.77,36.282001,32544000,1.43,1
2014-02-03,36.577999,35.422001,33824500,-3.16,-1
2014-02-04,36.139999,35.745998,23431500,-1.09,-1
2014-02-05,35.66,34.883999,36340000,-2.17,-1
2014-02-06,35.259998,35.675999,29208000,1.17,1
2014-02-07,36.202,37.306,44642500,3.04,1
2014-02-10,37.868,39.312,64853500,3.81,1
2014-02-11,39.793999,39.324001,53549500,-1.18,-1
2014-02-12,39.155998,39.063999,25868500,-0.23,0
2014-02-13,38.667999,39.925999,40146500,3.25,1
2014-02-14,39.619999,39.646,30790000,0.06,0
2014-02-18,41.048,40.740002,46664000,-0.75,0
2014-02-19,40.740002,38.728001,80845000,-4.93,-1
2014-02-20,43.001999,41.993999,90011500,-2.34,-1
2014-02-21,42.327999,41.919998,39094000,-0.96,0
2014-02-24,41.751999,43.529999,41392000,4.25,1
2014-02-25,46.0,49.599998,163408500,7.82,1
2014-02-26,51.716,50.599998,123023000,-2.15,-1
2014-02-27,52.25,50.507999,89729000,-3.33,-1
2014-02-28,49.93,48.962002,72949000,-1.93,-1
2014-03-03,47.452,50.112,65446500,5.6,1
2014-03-04,51.695999,50.967999,43728000,-1.4,-1
2014-03-05,51.344002,50.532001,29678500,-1.58,-1
2014-03-06,50.827999,50.588001,36805500,-0.47,0
2014-03-07,50.588001,49.242001,39061500,-2.66,-1
2014-03-10,48.540001,47.768002,38640500,-1.59,-1
2014-03-11,47.299999,46.882,44050500,-0.88,0
2014-03-12,46.299999,48.298,48772000,4.31,1
2014-03-13,48.757999,47.557999,31181500,-2.46,-1
2014-03-14,47.057999,46.194,41448500,-1.83,-1
2014-03-17,46.990002,46.796001,29563000,-0.41,0
2014-03-18,47.389999,48.007999,31211500,1.3,1
2014-03-19,48.278,47.167999,25356500,-2.29,-1
2014-03-20,47.231998,46.981998,19089500,-0.52,0
2014-03-21,47.203999,45.778,41084500,-3.02,-1
2014-03-24,45.950001,44.034,56644000,-4.16,-1
2014-03-25,44.827999,44.088001,39327000,-1.65,-1
2014-03-26,44.389999,42.591999,34536500,-4.05,-1
2014-03-27,42.473999,41.464001,47478500,-2.37,-1
2014-03-28,42.560001,42.473999,48424000,-0.2,0
2014-03-31,43.299999,41.689999,41900000,-3.71,-1
2014-04-01,41.804001,43.394001,36857000,3.8,1
2014-04-02,44.0,46.057999,53911500,4.67,1
2014-04-03,46.060001,45.080002,54618500,-2.12,-1
2014-04-04,45.202,42.445999,56728000,-6.09,-1
2014-04-07,41.161999,41.504002,49277500,0.83,0
2014-04-08,42.009998,43.091999,34446500,2.57,1
2014-04-09,43.352001,43.386002,25789500,0.07,0
2014-04-10,43.363998,40.838001,36057500,-5.82,-1
2014-04-11,40.122002,40.756001,45336000,1.58,1
2014-04-14,41.52,39.618,38515000,-4.58,-1
2014-04-15,39.818001,38.782001,68296500,-2.6,-1
2014-04-16,39.400002,39.821999,36011000,1.07,1
2014-04-17,39.922001,39.624001,29634000,-0.74,0
2014-04-21,39.416,40.875999,26291000,3.7,1
2014-04-22,41.271999,43.728001,49023500,5.95,1
2014-04-23,43.265999,41.598,36478000,-3.85,-1
2014-04-24,42.161999,41.571999,27476000,-1.39,-1
2014-04-25,40.400002,39.970001,34983500,-1.06,-1
2014-04-28,40.0,39.702,35210000,-0.74,0
2014-04-29,39.641998,41.383999,28895500,4.39,1
2014-04-30,40.720001,41.577999,22203000,2.1,1
2014-05-01,41.416,41.546001,27199500,0.31,0
2014-05-02,41.720001,42.181999,20434000,1.1,1
2014-05-05,41.896,43.321999,25735000,3.4,1
2014-05-06,43.32,41.456001,28183500,-4.3,-1
2014-05-07,41.928001,40.27,50896500,-3.95,-1
2014-05-08,36.400002,35.717999,100283000,-1.87,-1
2014-05-09,35.972,36.452,42476000,1.33,1
2014-05-12,36.773998,36.933998,35011500,0.43,0
2014-05-13,36.751999,38.032001,35486000,3.48,1
2014-05-14,37.790001,38.124001,27033500,0.88,0
2014-05-15,37.995998,37.717999,30202000,-0.73,0
2014-05-16,37.790001,38.312,22438500,1.38,1
2014-05-19,38.144001,39.217999,22858500,2.81,1
2014-05-20,39.388,39.060001,27730500,-0.83,0
2014-05-21,39.236,39.889999,26427000,1.66,1
2014-05-22,40.07,40.976002,31072500,2.26,1
2014-05-23,40.905998,41.459999,20034000,1.35,1
2014-05-27,41.703999,42.312,26705500,1.45,1
2014-05-28,42.004002,42.048,27475500,0.1,0
2014-05-29,42.113998,42.048,18462500,-0.15,0
2014-05-30,42.060001,41.554001,27905500,-1.2,-1
2014-06-02,41.466,40.939999,23340500,-1.26,-1
2014-06-03,40.698002,40.987999,19304000,0.71,0
2014-06-04,40.869999,40.798,17137000,-0.17,0
2014-06-05,40.894001,41.380001,20273000,1.18,1
2014-06-06,41.950001,41.633999,15369000,-0.75,0
2014-06-09,41.59,41.062,14028500,-1.26,-1
2014-06-10,40.886002,40.459999,17573500,-1.04,-1
2014-06-11,40.299999,40.894001,19887500,1.47,1
2014-06-12,41.02,40.703999,29968500,-0.77,0
2014-06-13,40.956001,41.284,17721500,0.8,0
2014-06-16,41.352001,44.922001,66232000,8.63,1
2014-06-17,44.821999,46.334,66524500,3.37,1
2014-06-18,46.299999,45.424,34701000,-1.89,-1
2014-06-19,45.776001,45.557999,43965500,-0.47,0
2014-06-20,45.703999,45.917999,24519500,0.46,0
2014-06-23,45.902,47.444,38955500,3.35,1
2014-06-24,47.793999,46.5,40379500,-2.7,-1
2014-06-25,46.610001,47.377998,29008000,1.64,1
2014-06-26,47.433998,47.119999,25607000,-0.66,0
2014-06-27,46.938,47.812,28175000,1.86,1
2014-06-30,47.91,48.012001,24143000,0.21,0
2014-07-01,48.492001,47.944,21680500,-1.13,-1
2014-07-02,48.132,45.886002,40137000,-4.66,-1
2014-07-03,46.257999,45.849998,25833500,-0.88,0
2014-07-07,45.5,44.532001,29468500,-2.12,-1
2014-07-08,43.73,43.813999,39181000,0.19,0
2014-07-09,44.254002,44.612,20577000,0.8,0
2014-07-10,43.436001,43.891998,24319500,1.04,1
2014-07-11,44.122002,43.625999,16511500,-1.12,-1
2014-07-14,43.998001,45.34,36016000,3.05,1
2014-07-15,45.346001,43.916,28592500,-3.15,-1
2014-07-16,44.363998,43.431999,20222500,-2.1,-1
2014-07-17,43.231998,43.080002,23247000,-0.35,0
2014-07-18,43.189999,44.004002,21268500,1.88,1
2014-07-21,43.450001,44.108002,19111000,1.51,1
2014-07-22,44.438,43.916,13650000,-1.17,-1
2014-07-23,44.001999,44.498001,15416500,1.12,1
2014-07-24,44.650002,44.708,16227500,0.12,0
2014-07-25,44.543999,44.714001,15435500,0.38,0
2014-07-28,44.849998,44.964001,32571500,0.25,0
2014-07-29,45.321999,45.001999,16912000,-0.7,0
2014-07-30,44.383999,45.784,24639000,3.15,1
2014-07-31,45.852001,44.66,38745500,-2.59,-1
2014-08-01,45.217999,46.653999,59479000,3.17,1
2014-08-04,46.875999,47.703999,29798500,1.76,1
2014-08-05,47.493999,47.698002,26943000,0.42,0
2014-08-06,47.779999,49.785999,46246500,4.19,1
2014-08-07,50.023998,50.478001,37394500,0.9,0
2014-08-08,50.231998,49.625999,25450500,-1.2,-1
2014-08-11,51.096001,51.863998,40506500,1.5,1
2014-08-12,51.616001,51.992001,31911500,0.72,0
2014-08-13,52.402,52.062,34663000,-0.64,0
2014-08-14,52.498001,52.276001,20633000,-0.42,0
2014-08-15,52.296001,52.402,19339500,0.2,0
2014-08-18,52.650002,51.987999,29246000,-1.25,-1
2014-08-19,51.773998,51.352001,26674000,-0.81,0
2014-08-20,50.933998,51.141998,15139500,0.4,0
2014-08-21,51.304001,50.868,14578000,-0.84,0
2014-08-22,50.908001,51.355999,14167000,0.88,0
2014-08-25,51.638,52.509998,21590500,1.68,1
2014-08-26,52.995998,52.348,19090000,-1.22,-1
2014-08-27,52.700001,52.650002,14925500,-0.09,0
2014-08-28,52.377998,52.771999,14224500,0.75,0
2014-08-29,53.740002,53.939999,32235500,0.37,0
2014-09-02,55.099998,56.824001,49262000,3.12,1
2014-09-03,57.534,56.237999,33861500,-2.25,-1
2014-09-04,56.801998,57.208,41708500,0.71,0
2014-09-05,56.509998,55.478001,55849500,-1.82,-1
2014-09-08,55.523998,56.422001,27508000,1.61,1
2014-09-09,56.598,55.695999,22794000,-1.59,-1
2014-09-10,55.900002,56.220001,18906500,0.57,0
2014-09-11,56.091999,56.062,18830500,-0.05,0
