Date,Open,Close,Volume,gap,upDown
2014-09-12,56.099998,55.84,16623000,-0.46,0
2014-09-15,54.874001,50.771999,82277000,-7.47,-1
2014-09-16,51.029999,52.147999,41500500,2.19,1
2014-09-17,52.481998,52.276001,25888500,-0.39,0
2014-09-18,52.672001,52.764,18463000,0.17,0
2014-09-19,51.598,51.863998,34054500,0.51,0
2014-09-22,51.0,50.006001,41070500,-1.94,-1
2014-09-23,49.043999,50.082001,28293500,2.11,1
2014-09-24,50.223999,50.428001,18747500,0.4,0
2014-09-25,50.504002,49.389999,24171000,-2.2,-1
2014-09-26,49.650002,49.32,18977000,-0.66,0
2014-09-29,48.799999,49.051998,24263500,0.51,0
2014-09-30,49.383999,48.535999,21191500,-1.71,-1
2014-10-01,48.439999,48.048,29708500,-0.8,0
2014-10-02,50.040001,50.284,44991000,0.48,0
2014-10-03,50.612,51.042,27031500,0.84,0
2014-10-06,51.826,52.124001,38566500,0.57,0
2014-10-07,51.706001,51.914001,22427500,0.4,0
2014-10-08,52.02,51.855999,25275500,-0.31,0
2014-10-09,52.450001,51.402,36806500,-1.99,-1
2014-10-10,48.928001,47.382,64441500,-3.15,-1
2014-10-13,47.714001,44.917999,56343500,-5.85,-1
2014-10-14,45.650002,45.411999,35526500,-0.52,0
2014-10-15,44.0,45.939999,45736500,4.4,1
2014-10-16,43.944,45.27,26996500,3.01,1
2014-10-17,46.675999,45.495998,52747000,-2.52,-1
2014-10-20,45.344002,46.094002,17472000,1.65,1
2014-10-21,46.854,47.068001,20651500,0.45,0
2014-10-22,46.638,46.220001,20583000,-0.89,0
2014-10-23,46.931999,47.057999,17462000,0.26,0
2014-10-24,47.254002,47.048,17316500,-0.43,0
2014-10-27,46.849998,44.334,47766500,-5.37,-1
2014-10-28,45.919998,48.554001,52581500,5.73,1
2014-10-29,48.226002,47.619999,24812500,-1.25,-1
2014-10-30,47.627998,47.731998,16142000,0.21,0
2014-10-31,48.501999,48.34,18876500,-0.33,0
2014-11-03,48.599998,48.518002,21019000,-0.16,0
2014-11-04,48.098,47.785999,18413000,-0.64,0
2014-11-05,48.200001,46.194,45229500,-4.16,-1
2014-11-06,46.897999,48.243999,76773500,2.87,1
2014-11-07,48.438,48.040001,25805000,-0.82,0
2014-11-10,47.821999,48.386002,22886000,1.17,1
2014-11-11,48.509998,50.216,39744000,3.51,1
2014-11-12,49.944,49.82,29354000,-0.24,0
2014-11-13,50.124001,50.34,31180000,0.43,0
2014-11-14,50.0,51.736,30505500,3.47,1
2014-11-17,51.498001,50.796001,20128500,-1.36,-1
2014-11-18,51.172001,51.540001,22365000,0.71,0
2014-11-19,50.122002,49.548,39592500,-1.14,-1
2014-11-20,49.59,49.742001,17936000,0.3,0
2014-11-21,50.442001,48.556,37425500,-3.73,-1
2014-11-24,49.040001,49.344002,23948500,0.61,0
2014-11-25,49.470001,49.618,15799000,0.29,0
2014-11-26,49.667999,49.688,9906000,0.04,0
2014-11-28,49.07,48.903999,10598500,-0.33,0
2014-12-01,48.231998,46.327999,43097000,-3.94,-1
2014-12-02,46.914001,46.285999,29435000,-1.33,-1
2014-12-03,45.25,45.860001,26538500,1.34,1
2014-12-04,45.720001,45.655998,19278000,-0.13,0
2014-12-05,45.734001,44.742001,30318000,-2.16,-1
2014-12-08,44.307999,42.872002,46128000,-3.24,-1
2014-12-09,41.868,43.377998,47157500,3.6,1
2014-12-10,42.826,41.967999,36570500,-2.0,-1
2014-12-11,42.105999,41.776001,33472000,-0.78,0
2014-12-12,40.964001,41.400002,35869000,1.06,1
2014-12-15,41.858002,40.807999,26091500,-2.5,-1
2014-12-16,40.178001,39.562,42130500,-1.53,-1
2014-12-17,38.612,41.164001,36839000,6.6,1
2014-12-18,42.476002,43.652,37416500,2.76,1
2014-12-19,44.037998,43.858002,34552500,-0.4,0
2014-12-22,44.0,44.52,23997000,1.18,1
2014-12-23,44.762001,44.194,22528500,-1.26,-1
2014-12-24,43.953999,44.452,6661000,1.13,1
2014-12-26,44.301998,45.563999,16635000,2.84,1
2014-12-29,45.380001,45.141998,14012500,-0.52,0
2014-12-30,44.798,44.445999,14516000,-0.78,0
2014-12-31,44.618,44.481998,11487500,-0.3,0
2015-01-02,44.574001,43.862,23822000,-1.59,-1
2015-01-05,42.91,42.018002,26842500,-2.07,-1
2015-01-06,42.012001,42.256001,31309500,0.58,0
2015-01-07,42.669998,42.189999,14842000,-1.12,-1
2015-01-08,42.562,42.124001,17212500,-1.02,-1
2015-01-09,41.784,41.332001,23341500,-1.08,-1
2015-01-12,40.610001,40.442001,29751500,-0.41,0
2015-01-13,40.664001,40.849998,22386500,0.45,0
2015-01-14,37.166,38.537998,57759500,3.69,1
2015-01-15,38.897999,38.374001,26082500,-1.34,-1
2015-01-16,38.139999,38.613998,18016000,1.24,1
2015-01-20,38.773998,38.386002,22516000,-1.0,-1
2015-01-21,37.91,39.313999,20765000,3.7,1
2015-01-22,39.400002,40.324001,20584500,2.34,1
2015-01-23,40.057999,40.257999,17193000,0.49,0
2015-01-26,40.366001,41.310001,16172500,2.33,1
2015-01-27,40.883999,41.195999,13905000,0.76,0
2015-01-28,41.222,39.874001,15748000,-3.27,-1
2015-01-29,40.214001,41.040001,17740500,2.05,1
2015-01-30,40.792,40.720001,15035000,-0.17,0
2015-02-02,40.793999,42.188,20746000,3.41,1
2015-02-03,42.644001,43.672001,24131000,2.41,1
2015-02-04,43.658001,43.709999,16527000,0.11,0
2015-02-05,43.976002,44.198002,17614500,0.5,0
2015-02-06,44.400002,43.472,16219500,-2.09,-1
2015-02-09,43.076,43.495998,17362000,0.97,0
2015-02-10,43.509998,43.257999,26952500,-0.57,0
2015-02-11,42.442001,42.560001,48845500,0.27,0
2015-02-12,38.714001,40.576,78248000,4.8,1
2015-02-13,40.580002,40.754002,30955000,0.42,0
2015-02-17,41.139999,40.869999,19898000,-0.65,0
2015-02-18,40.834,40.891998,13568000,0.14,0
2015-02-19,41.0,42.341999,25770500,3.27,1
2015-02-20,42.155998,43.422001,29910500,3.0,1
2015-02-23,43.132,41.467999,42499000,-3.85,-1
2015-02-24,41.458,40.821999,33018000,-1.53,-1
2015-02-25,40.987999,40.751999,19547500,-0.57,0
2015-02-26,40.799999,41.438,32364500,1.56,1
2015-02-27,41.380001,40.667999,19410500,-1.72,-1
2015-03-02,40.540001,39.466,39610500,-2.64,-1
2015-03-03,39.362,39.911999,22161500,1.39,1
2015-03-04,39.849998,40.487999,21110000,1.6,1
2015-03-05,40.57,40.125999,24385000,-1.09,-1
2015-03-06,39.841999,38.776001,33562000,-2.67,-1
2015-03-09,38.877998,38.175999,33683500,-1.8,-1
2015-03-10,37.692001,38.063999,27898500,0.98,0
2015-03-11,38.23,38.748001,24874500,1.35,1
2015-03-12,38.75,38.214001,20746500,-1.38,-1
2015-03-13,37.790001,37.736,27171500,-0.14,0
2015-03-16,38.400002,39.139999,28144000,1.92,1
2015-03-17,39.085999,38.945999,24470500,-0.35,0
2015-03-18,38.992001,40.141998,24104500,2.94,1
2015-03-19,40.400002,39.130001,42376000,-3.14,-1
2015-03-20,39.490002,39.616001,21347500,0.31,0
2015-03-23,39.700001,39.925999,13158000,0.56,0
2015-03-24,40.316002,40.344002,18249500,0.06,0
2015-03-25,39.653999,38.860001,28652000,-2.0,-1
2015-03-26,38.784,38.082001,20640000,-1.81,-1
2015-03-27,37.813999,37.0,43024500,-2.15,-1
2015-03-30,37.169998,38.113998,50447500,2.53,1
2015-03-31,38.706001,37.754002,25133000,-2.45,-1
2015-04-01,37.740002,37.518002,18973000,-0.58,0
2015-04-02,38.046001,38.200001,25052000,0.4,0
2015-04-06,39.599998,40.619999,62279000,2.57,1
2015-04-07,40.501999,40.650002,21739500,0.36,0
2015-04-08,41.639999,41.534,31515500,-0.25,0
2015-04-09,41.686001,42.018002,19001000,0.79,0
2015-04-10,41.970001,42.18,20338500,0.5,0
2015-04-13,42.088001,41.956001,18791000,-0.31,0
2015-04-14,41.714001,41.492001,15130000,-0.53,0
2015-04-15,41.492001,41.566002,9762000,0.17,0
2015-04-16,41.540001,41.34,8295500,-0.48,0
2015-04-17,40.998001,41.358002,12349500,0.87,0
2015-04-20,41.355999,41.054001,12796500,-0.73,0
2015-04-21,41.16,41.882,17162500,1.75,1
2015-04-22,42.5,43.888,39315000,3.26,1
2015-04-23,43.653999,43.720001,22056000,0.15,0
2015-04-24,44.099998,43.686001,12139000,-0.93,0
2015-04-27,44.512001,46.310001,58363000,4.03,1
2015-04-28,46.950001,46.096001,30427000,-1.81,-1
2015-04-29,46.009998,46.490002,19680500,1.04,1
2015-04-30,46.077999,45.209999,19559500,-1.88,-1
2015-05-01,45.987999,45.206001,26408500,-1.7,-1
2015-05-04,45.636002,46.102001,22173000,1.02,1
2015-05-05,47.551998,46.59,28984500,-2.02,-1
2015-05-06,46.82,46.085999,26354500,-1.56,-1
2015-05-07,44.200001,47.360001,47279500,7.14,1
2015-05-08,47.198002,47.321999,23341000,0.26,0
2015-05-11,47.257999,47.897999,28361500,1.35,1
2015-05-12,48.021999,48.948002,31817000,1.92,1
2015-05-13,49.521999,48.636002,27201000,-1.78,-1
2015-05-14,48.964001,48.82,14479500,-0.29,0
2015-05-15,48.785999,49.768002,22638000,2.01,1
2015-05-18,49.400002,49.75,16766000,0.7,0
2015-05-19,49.686001,49.428001,18371000,-0.51,0
2015-05-20,49.425999,48.869999,18778000,-1.12,-1
2015-05-21,48.605999,49.124001,9853000,1.06,1
2015-05-22,49.076,49.546001,11115500,0.95,0
2015-05-26,49.535999,49.492001,17493500,-0.08,0
2015-05-27,49.702,49.486,17041000,-0.43,0
2015-05-28,49.405998,50.290001,18236500,1.78,1
2015-05-29,50.200001,50.16,18946500,-0.07,0
2015-06-01,50.282001,49.889999,12525500,-0.77,0
2015-06-02,49.784,49.669998,10674000,-0.22,0
2015-06-03,49.639999,49.798,8907500,0.31,0
2015-06-04,49.5,49.183998,12268000,-0.63,0
2015-06-05,49.200001,49.827999,15110000,1.27,1
2015-06-08,50.169998,51.257999,25085000,2.16,1
2015-06-09,51.080002,51.200001,13055500,0.23,0
2015-06-10,50.380001,50.139999,17272500,-0.47,0
2015-06-11,50.652,50.282001,10220500,-0.73,0
2015-06-12,50.042,50.138,7111500,0.19,0
2015-06-15,49.939999,50.076,10931000,0.27,0
2015-06-16,50.026001,50.624001,9923500,1.19,1
2015-06-17,50.433998,52.082001,27564500,3.26,1
2015-06-18,52.400002,52.377998,13913500,-0.04,0
2015-06-19,52.48,52.501999,12315000,0.04,0
2015-06-22,52.43,51.958,22805500,-0.9,0
2015-06-23,52.063999,53.534,19354000,2.82,1
2015-06-24,53.396,53.034,12061500,-0.67,0
2015-06-25,53.290001,53.757999,14246000,0.87,0
2015-06-26,53.778,53.417999,19192000,-0.66,0
2015-06-29,52.389999,52.403999,17394500,0.02,0
2015-06-30,52.959999,53.652,15434500,1.3,1
2015-07-01,54.222,53.830002,10506000,-0.72,0
2015-07-02,56.040001,56.004002,35819500,-0.06,0
2015-07-06,55.776001,55.944,20609500,0.3,0
2015-07-07,55.0,53.576,30525500,-2.58,-1
2015-07-08,51.863998,50.992001,31105500,-1.68,-1
2015-07-09,51.816002,51.584,16670500,-0.44,0
2015-07-10,52.444,51.830002,13054500,-1.17,-1
2015-07-13,52.450001,52.431999,14801500,-0.03,0
2015-07-14,52.419998,53.130001,9538000,1.35,1
2015-07-15,53.348,52.627998,10108000,-1.34,-1
2015-07-16,52.844002,53.335999,8080000,0.93,0
2015-07-17,54.5,54.931999,25020500,0.79,0
2015-07-20,55.0,56.452,24892500,2.63,1
2015-07-21,54.009998,53.354,30543500,-1.21,-1
2015-07-22,52.254002,53.574001,15525000,2.52,1
2015-07-23,53.93,53.439999,11136000,-0.9,0
2015-07-24,53.476002,53.082001,14182500,-0.73,0
2015-07-27,52.486,50.602001,23471000,-3.58,-1
2015-07-28,51.150002,52.964001,19479000,3.54,1
2015-07-29,52.854,52.764,13950500,-0.17,0
2015-07-30,52.537998,53.358002,10173000,1.56,1
2015-07-31,53.52,53.23,11113000,-0.54,0
2015-08-03,53.257999,51.998001,12767500,-2.36,-1
2015-08-04,52.001999,53.256001,11762500,2.41,1
2015-08-05,52.716,54.026001,31071500,2.48,1
2015-08-06,49.908001,49.226002,73119000,-1.36,-1
2015-08-07,48.716,48.501999,25367000,-0.43,0
2015-08-10,47.630001,48.228001,20929500,1.25,1
2015-08-11,47.43,47.473999,21324500,0.09,0
2015-08-12,47.0,47.633999,18640000,1.34,1
2015-08-13,47.972,48.501999,23446000,1.1,1
2015-08-14,49.448002,48.630001,21824000,-1.65,-1
2015-08-17,51.112,50.998001,35883500,-0.22,0
2015-08-18,51.076,52.144001,20975000,2.09,1
2015-08-19,52.066002,51.049999,18021500,-1.95,-1
2015-08-20,50.411999,48.436001,24529000,-3.91,-1
2015-08-21,47.200001,46.153999,32951000,-2.21,-1
2015-08-24,40.557999,43.773998,47908000,7.92,1
2015-08-25,46.104,44.006001,21636500,-4.55,-1
2015-08-26,45.585999,44.967999,24815000,-1.35,-1
2015-08-27,46.200001,48.598,38280000,5.19,1
2015-08-28,48.372002,49.695999,27568500,2.73,1
2015-08-31,49.124001,49.812,23501000,1.4,1
2015-09-01,48.068001,47.726002,27274000,-0.71,0
2015-09-02,49.060001,49.537998,23146000,0.97,0
2015-09-03,50.411999,49.113998,20974000,-2.57,-1
2015-09-04,48.178001,48.386002,18446000,0.43,0
2015-09-08,49.009998,49.633999,15691000,1.27,1
2015-09-09,50.41,49.782001,16954000,-1.24,-1
2015-09-10,49.445999,49.695999,13545000,0.5,0
2015-09-11,49.528,50.048,11754000,1.04,1
2015-09-14,50.220001,50.638,14454500,0.83,0
2015-09-15,50.549999,50.714001,14667500,0.32,0
2015-09-16,50.608002,52.450001,22085500,3.63,1
2015-09-17,52.792,52.414001,17929000,-0.71,0
2015-09-18,51.591999,52.124001,18815500,1.03,1
2015-09-21,52.796001,52.84,30601000,0.08,0
2015-09-22,51.806,52.188,18322000,0.73,0
2015-09-23,52.389999,52.212002,13004000,-0.33,0
2015-09-24,51.905998,52.624001,17241000,1.38,1
2015-09-25,53.321999,51.382,18867000,-3.63,-1
2015-09-28,51.470001,49.686001,24505500,-3.46,-1
2015-09-29,50.091999,49.330002,18516000,-1.52,-1
2015-09-30,50.400002,49.68,24648000,-1.42,-1
2015-10-01,49.501999,47.976002,22865000,-3.08,-1
2015-10-02,47.119999,49.514,22120000,5.08,1
2015-10-05,49.768002,49.23,18449500,-1.08,-1
2015-10-06,48.0,48.292,26126000,0.6,0
2015-10-07,47.326,46.391998,34070000,-1.97,-1
2015-10-08,46.015999,45.344002,30666000,-1.46,-1
2015-10-09,44.186001,44.138,30792000,-0.1,0
2015-10-12,44.598,43.116001,19181500,-3.32,-1
2015-10-13,42.655998,43.849998,25857500,2.79,1
2015-10-14,44.133999,43.375999,15522000,-1.71,-1
2015-10-15,43.285999,44.262001,14221000,2.25,1
2015-10-16,44.608002,45.402,21672500,1.77,1
2015-10-19,45.299999,45.619999,12539500,0.7,0
2015-10-20,45.543999,42.605999,74500000,-6.45,-1
2015-10-21,42.397999,42.018002,20757500,-0.89,0
2015-10-22,42.312,42.344002,14126000,0.07,0
2015-10-23,43.0,41.818001,21177500,-2.74,-1
2015-10-26,42.276001,43.051998,16957000,1.83,1
2015-10-27,42.967999,42.07,17597000,-2.08,-1
2015-10-28,42.262001,42.591999,13643000,0.78,0
2015-10-29,42.349998,42.326,9025000,-0.05,0
2015-10-30,42.080002,41.386002,22194500,-1.64,-1
2015-11-02,41.784,42.757999,19639500,2.33,1
2015-11-03,42.77,41.669998,41662500,-2.57,-1
2015-11-04,45.400002,46.326,63632000,2.03,1
2015-11-05,46.116001,46.354,22484000,0.51,0
2015-11-06,46.139999,46.472,12226500,0.71,0
2015-11-09,46.598,45.066002,19254500,-3.28,-1
2015-11-10,44.695999,43.299999,23085000,-3.12,-1
2015-11-11,43.554001,43.816002,16739000,0.6,0
2015-11-12,43.57,42.588001,14579500,-2.25,-1
2015-11-13,42.59,41.438,17151500,-2.7,-1
2015-11-16,41.217999,42.862,14627000,3.98,1
2015-11-17,43.040001,42.799999,10743500,-0.55,0
2015-11-18,42.900002,44.214001,14059500,3.06,1
2015-11-19,44.108002,44.360001,12522000,0.57,0
2015-11-20,44.698002,44.001999,22003500,-1.55,-1
2015-11-23,43.470001,43.549999,12631000,0.18,0
2015-11-24,43.074001,43.650002,12401500,1.33,1
2015-11-25,44.268002,45.928001,19954000,3.74,1
2015-11-27,46.212002,46.321999,9747000,0.23,0
2015-11-30,46.358002,46.051998,13299000,-0.66,0
2015-12-01,46.212002,47.438,18670000,2.65,1
2015-12-02,47.400002,46.397999,14907500,-2.11,-1
2015-12-03,47.096001,46.542,14698000,-1.17,-1
2015-12-04,46.492001,46.076,12868000,-0.89,0
2015-12-07,45.540001,46.226002,15721000,1.5,1
2015-12-08,45.504002,45.344002,13438000,-0.35,0
2015-12-09,45.34,44.903999,15289000,-0.96,0
2015-12-10,44.942001,45.414001,10358500,1.05,1
2015-12-11,45.048,43.403999,16343500,-3.64,-1
2015-12-14,43.501999,43.716,14135500,0.49,0
2015-12-15,44.363998,44.217999,11222000,-0.32,0
2015-12-16,44.419998,46.902,25521500,5.58,1
2015-12-17,46.787998,46.678001,16493000,-0.23,0
2015-12-18,46.577999,46.091999,15071000,-1.04,-1
2015-12-21,46.338001,46.512001,9766000,0.37,0
2015-12-22,46.998001,45.990002,9807500,-2.14,-1
2015-12-23,46.436001,45.939999,7775000,-1.06,-1
2015-12-24,46.112,46.113998,3540000,0.0,0
2015-12-28,46.298,45.790001,9506500,-1.09,-1
2015-12-29,46.012001,47.438,12031500,3.09,1
2015-12-30,47.32,47.618,18489500,0.62,0
2015-12-31,47.702,48.001999,13575000,0.62,0
2016-01-04,46.144001,44.681999,34135500,-3.16,-1
2016-01-05,45.271999,44.686001,15934000,-1.29,-1
2016-01-06,44.0,43.807999,18895500,-0.43,0
2016-01-07,42.838001,43.130001,17771500,0.68,0
2016-01-08,43.571999,42.200001,18140500,-3.14,-1
2016-01-11,42.801998,41.57,20457000,-2.87,-1
2016-01-12,42.32,41.993999,15459500,-0.77,0
2016-01-13,42.402,40.062,20632000,-5.51,-1
2016-01-14,40.442001,41.236,32453500,1.96,1
2016-01-15,39.793999,40.998001,27893000,3.02,1
2016-01-19,41.742001,40.944,20193500,-1.91,-1
2016-01-20,39.880001,39.740002,29193000,-0.35,0
2016-01-21,40.310001,39.993999,15831000,-0.78,0
2016-01-22,40.959999,40.509998,15620500,-1.09,-1
2016-01-25,40.012001,39.276001,13493500,-1.83,-1
2016-01-26,39.34,38.712002,24821000,-1.59,-1
2016-01-27,38.476002,37.613998,18086000,-2.24,-1
2016-01-28,38.158001,37.939999,22964000,-0.57,0
2016-01-29,37.990002,38.240002,14261500,0.65,0
2016-02-01,37.751999,39.388,26488000,4.33,1
2016-02-02,38.484001,36.556,28868000,-5.0,-1
2016-02-03,36.717999,34.695999,39657000,-5.5,-1
2016-02-04,34.139999,35.066002,21927000,2.71,1
2016-02-05,34.259998,32.52,47188000,-5.07,-1
2016-02-08,31.42,29.598,46565000,-5.79,-1
2016-02-09,28.464001,29.65,43258000,4.16,1
2016-02-10,30.1,28.733999,52032500,-4.53,-1
2016-02-11,30.4,30.094,71262000,-1.0,-1
2016-02-12,31.0,30.208,36179000,-2.55,-1
2016-02-16,31.74,31.034,27969000,-2.22,-1
2016-02-17,31.799999,33.736,29126000,6.08,1
2016-02-18,34.484001,33.354,19438000,-3.27,-1
2016-02-19,32.731998,33.316002,14797000,1.78,1
2016-02-22,34.023998,35.548,25300500,4.47,1
2016-02-23,35.231998,35.442001,29922000,0.59,0
2016-02-24,34.549999,35.799999,26978000,3.61,1
2016-02-25,35.73,37.486,28753500,4.91,1
2016-02-26,37.740002,38.068001,30325500,0.86,0
2016-02-29,38.48,38.386002,22495000,-0.24,0
2016-03-01,38.849998,37.27,33561000,-4.06,-1
2016-03-02,36.745998,37.667999,24312000,2.5,1
2016-03-03,37.655998,39.147999,24145000,3.96,1
2016-03-04,39.599998,40.208,32445500,1.53,1
2016-03-07,39.535999,41.057999,26647000,3.84,1
2016-03-08,40.700001,40.52,20893500,-0.44,0
2016-03-09,40.903999,41.743999,16043000,2.05,1
2016-03-10,42.0,41.035999,25962500,-2.29,-1
2016-03-11,41.585999,41.5,16715500,-0.2,0
2016-03-14,42.529999,43.029999,20328500,1.17,1
2016-03-15,42.854,43.667999,15902500,1.89,1
2016-03-16,43.599998,44.386002,17583500,1.8,1
2016-03-17,44.293999,45.276001,18914500,2.21,1
2016-03-18,45.82,46.548,23559000,1.58,1
2016-03-21,47.068001,47.664001,26539000,1.26,1
2016-03-22,47.442001,46.848,21580000,-1.25,-1
2016-03-23,46.473999,44.515999,24744000,-4.21,-1
2016-03-24,43.155998,45.549999,24804500,5.54,1
2016-03-28,46.321999,46.051998,19628500,-0.58,0
2016-03-29,45.978001,46.026001,20071500,0.1,0
2016-03-30,47.018002,45.377998,20165000,-3.48,-1
2016-03-31,45.868,45.953999,40064500,0.18,0
2016-04-01,48.966,47.518002,79987500,-2.95,-1
2016-04-04,49.824001,49.397999,67376500,-0.85,0
2016-04-05,48.099998,51.094002,49743500,6.22,1
2016-04-06,50.793999,53.084,58527500,4.5,1
2016-04-07,53.290001,51.439999,44281000,-3.47,-1
2016-04-08,52.099998,50.014,36819500,-4.0,-1
2016-04-11,50.200001,49.984001,45808500,-0.43,0
2016-04-12,49.900002,49.563999,28816000,-0.67,0
2016-04-13,49.702,50.905998,24628000,2.42,1
2016-04-14,50.599998,50.372002,20661000,-0.45,0
2016-04-15,50.262001,50.902,18762000,1.27,1
2016-04-18,50.445999,50.776001,21357000,0.65,0
2016-04-19,50.624001,49.473999,31787500,-2.27,-1
2016-04-20,49.251999,49.993999,25970500,1.5,1
2016-04-21,49.798,49.658001,13915500,-0.28,0
2016-04-22,49.778,50.75,18931500,1.95,1
2016-04-25,50.602001,50.363998,18351500,-0.47,0
2016-04-26,50.41,50.748001,16119000,0.67,0
2016-04-27,50.549999,50.293999,16029000,-0.5,0
2016-04-28,49.970001,49.542,12595000,-0.85,0
2016-04-29,49.627998,48.152,27069000,-2.97,-1
2016-05-02,48.299999,48.360001,19219500,0.12,0
2016-05-03,47.472,46.464001,21511000,-2.12,-1
2016-05-04,46.057999,44.512001,43502500,-3.35,-1
2016-05-05,45.692001,42.306,56274000,-7.41,-1
2016-05-06,42.174,42.986,28426000,1.92,1
2016-05-09,43.144001,41.784,23882000,-3.15,-1
2016-05-10,41.509998,41.737999,20353000,0.54,0
2016-05-11,41.518002,41.792,25809500,0.65,0
2016-05-12,42.287998,41.456001,18252500,-1.96,-1
2016-05-13,41.556,41.521999,14114000,-0.08,0
2016-05-16,41.630001,41.658001,14747000,0.06,0
2016-05-17,41.810001,40.931999,14218000,-2.09,-1
2016-05-18,41.830002,42.234001,28087500,0.96,0
2016-05-19,42.723999,43.042,34331500,0.74,0
2016-05-20,43.397999,44.056,45035500,1.51,1
2016-05-23,43.973999,43.243999,25512500,-1.66,-1
2016-05-24,43.32,43.582001,15069000,0.6,0
2016-05-25,43.582001,43.916,15634000,0.76,0
2016-05-26,44.099998,45.023998,20362000,2.09,1
2016-05-27,44.998001,44.608002,18251500,-0.86,0
2016-05-31,44.608002,44.646,13945000,0.08,0
2016-06-01,44.296001,43.911999,14913500,-0.86,0
2016-06-02,43.917999,43.792,10164000,-0.28,0
2016-06-03,44.0,43.798,11145000,-0.45,0
2016-06-06,43.599998,44.136002,11247500,1.22,1
2016-06-07,44.448002,46.467999,31068000,4.54,1
2016-06-08,46.759998,47.104,29860000,0.73,0
2016-06-09,46.995998,45.872002,22460500,-2.39,-1
2016-06-10,45.478001,43.757999,30133000,-3.78,-1
2016-06-13,43.900002,43.574001,20965000,-0.74,0
2016-06-14,43.776001,42.992001,17901000,-1.79,-1
2016-06-15,43.389999,43.540001,14542500,0.34,0
2016-06-16,43.484001,43.585999,12201500,0.23,0
2016-06-17,43.562,43.094002,15563000,-1.07,-1
2016-06-20,43.900002,43.939999,17777500,0.09,0
2016-06-21,44.136002,43.922001,22645000,-0.48,0
2016-06-22,39.894001,39.332001,118712000,-1.4,-1
2016-06-23,39.138,39.279999,50653500,0.36,0
2016-06-24,38.009998,38.630001,35132500,1.63,1
2016-06-27,38.172001,39.709999,36027000,4.02,1
2016-06-28,40.377998,40.358002,31062000,-0.04,0
2016-06-29,41.026001,42.037998,29974500,2.46,1
2016-06-30,42.594002,42.456001,24215500,-0.32,0
2016-07-01,41.228001,43.299999,27000000,5.02,1
2016-07-05,41.945999,42.796001,25876500,2.02,1
2016-07-06,42.0,42.888,24599500,2.11,1
2016-07-07,42.619999,43.188,18060000,1.33,1
2016-07-08,43.560001,43.355999,20374000,-0.46,0
2016-07-11,43.992001,44.956001,27149000,2.19,1
2016-07-12,44.82,44.93,22856500,0.24,0
2016-07-13,45.099998,44.506001,17835500,-1.31,-1
2016-07-14,44.624001,44.306,13379000,-0.71,0
2016-07-15,44.504002,44.080002,11171000,-0.95,0
2016-07-18,43.928001,45.25,17060500,3.0,1
2016-07-19,45.0,45.051998,15575500,0.11,0
2016-07-20,45.293999,45.672001,12842500,0.83,0
2016-07-21,45.200001,44.099998,22143500,-2.43,-1
2016-07-22,44.397999,44.453999,12898500,0.12,0
2016-07-25,44.453999,46.001999,22453500,3.48,1
2016-07-26,45.537998,45.902,17150000,0.79,0
2016-07-27,45.868,45.698002,14445000,-0.37,0
2016-07-28,45.59,46.122002,12095500,1.16,1
2016-07-29,46.139999,46.958,15354000,1.77,1
2016-08-01,47.099998,46.001999,20081500,-2.33,-1
2016-08-02,45.874001,45.439999,19672000,-0.94,0
2016-08-03,45.473999,45.158001,19439000,-0.69,0
2016-08-04,45.138,46.122002,20735000,2.17,1
2016-08-05,46.0,46.006001,16026000,0.01,0
2016-08-08,45.599998,45.231998,11318000,-0.8,0
2016-08-09,45.363998,45.816002,11039000,0.99,0
2016-08-10,45.647999,45.130001,11691500,-1.13,-1
2016-08-11,45.234001,44.981998,9404500,-0.55,0
2016-08-12,45.082001,45.122002,9067500,0.08,0
2016-08-15,45.203999,45.118,10171500,-0.19,0
2016-08-16,45.098,44.722,11335500,-0.83,0
2016-08-17,44.866001,44.647999,8935500,-0.48,0
2016-08-18,44.764,44.702,8572500,-0.13,0
2016-08-19,44.708,45.0,8297500,0.65,0
2016-08-22,44.834,44.585999,10327500,-0.55,0
2016-08-23,44.863998,44.967999,23922000,0.23,0
2016-08-24,45.41,44.523998,12853500,-1.95,-1
2016-08-25,44.622002,44.192001,8812500,-0.96,0
2016-08-26,44.428001,43.998001,11195000,-0.96,0
2016-08-29,44.029999,43.040001,16331500,-2.24,-1
2016-08-30,43.222,42.268002,15844500,-2.2,-1
2016-08-31,42.085999,42.402,16382500,0.75,0
2016-09-01,41.801998,40.153999,39715500,-3.94,-1
2016-09-02,40.466,39.556,29887000,-2.24,-1
2016-09-06,39.804001,40.566002,21953000,1.91,1
2016-09-07,41.099998,40.341999,18204500,-1.84,-1
2016-09-08,39.91,39.472,16889500,-1.09,-1
2016-09-09,39.818001,38.894001,18785000,-2.32,-1
2016-09-12,39.0,39.66,18576000,1.69,1
2016-09-13,39.411999,39.209999,17947000,-0.51,0
2016-09-14,39.150002,39.282001,11272500,0.33,0
2016-09-15,39.298,40.084,15386000,2.0,1
2016-09-16,40.084,41.080002,15539000,2.48,1
2016-09-19,41.400002,41.268002,11497500,-0.31,0
2016-09-20,41.369999,40.928001,12052500,-1.06,-1
2016-09-21,41.273998,41.043999,13167500,-0.55,0
2016-09-22,41.279999,41.285999,11914500,0.01,0
